sep=,
//Automation Builder IO Mappings Export V1.0
//Important: change only first and fourth column in Excel
*Variable,Channel name,Data type,*Description,Terminal,Device name,Device type,Device path,Parameter ID,Device Guid,
qH_DieselOn_P1,Digital output C6,BOOL,-A4_2:2.6 C6 : =P1+A-H11 Diesel On Lamp P1,="2.6",P1AA4_2,DC522,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA4,7001.Bytes.Byte0.Digital_Output_C6,bae99f2e-d0c1-4099-a11b-e18d7c9a9dc7,
,Digital output C7,BOOL,,="2.7",P1AA4_2,DC522,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA4,7001.Bytes.Byte0.Digital_Output_C7,bae99f2e-d0c1-4099-a11b-e18d7c9a9dc7,
,Digital outputs C8 - C15,BYTE,,,P1AA4_2,DC522,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA4,7001.Bytes.Byte1,bae99f2e-d0c1-4099-a11b-e18d7c9a9dc7,
qH_AudioAlarm_P1,Digital output C8,BOOL,-A4_2:4.0 C8 : =P1+A-H17 Audio Alarm P1,="4.0",P1AA4_2,DC522,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA4,7001.Bytes.Byte1.Digital_Output_C8,bae99f2e-d0c1-4099-a11b-e18d7c9a9dc7,
,Digital output C9,BOOL,,="4.1",P1AA4_2,DC522,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA4,7001.Bytes.Byte1.Digital_Output_C9,bae99f2e-d0c1-4099-a11b-e18d7c9a9dc7,
,Digital output C10,BOOL,,="4.2",P1AA4_2,DC522,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA4,7001.Bytes.Byte1.Digital_Output_C10,bae99f2e-d0c1-4099-a11b-e18d7c9a9dc7,
,Digital output C11,BOOL,,="4.3",P1AA4_2,DC522,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA4,7001.Bytes.Byte1.Digital_Output_C11,bae99f2e-d0c1-4099-a11b-e18d7c9a9dc7,
,Digital output C12,BOOL,,="4.4",P1AA4_2,DC522,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA4,7001.Bytes.Byte1.Digital_Output_C12,bae99f2e-d0c1-4099-a11b-e18d7c9a9dc7,
,Digital output C13,BOOL,,="4.5",P1AA4_2,DC522,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA4,7001.Bytes.Byte1.Digital_Output_C13,bae99f2e-d0c1-4099-a11b-e18d7c9a9dc7,
,Digital output C14,BOOL,,="4.6",P1AA4_2,DC522,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA4,7001.Bytes.Byte1.Digital_Output_C14,bae99f2e-d0c1-4099-a11b-e18d7c9a9dc7,
,Digital output C15,BOOL,,="4.7",P1AA4_2,DC522,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA4,7001.Bytes.Byte1.Digital_Output_C15,bae99f2e-d0c1-4099-a11b-e18d7c9a9dc7,
//P1AA5_0 (AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5)
,Analog input AI0+,INT,,="1.0",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7500,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Analog input AI1+,INT,,="1.1",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7501,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Analog input AI2+,INT,,="1.2",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7502,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Analog input AI3+,INT,,="1.3",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7503,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital inputs DI0 - DI7,BYTE,,,P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital input DI0,BOOL,Input 0,="2.0",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Digital_Input_DI0,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital input DI1,BOOL,Input 1,="2.1",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Digital_Input_DI1,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital input DI2,BOOL,Input 2,="2.2",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Digital_Input_DI2,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital input DI3,BOOL,Input 3,="2.3",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Digital_Input_DI3,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital input DI4,BOOL,Input 4,="2.4",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Digital_Input_DI4,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital input DI5,BOOL,Input 5,="2.5",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Digital_Input_DI5,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital input DI6,BOOL,Input 6,="2.6",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Digital_Input_DI6,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital input DI7,BOOL,Input 7,="2.7",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Digital_Input_DI7,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Analog output AO0+,INT,,="1.5",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,8500,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Analog output AO1+,INT,,="1.6",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,8501,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital outputs DO0 - DO7,BYTE,,,P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,8000,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital output DO0,BOOL,Output 0,="3.0",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,8000.Digital_Output_DO0,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital output DO1,BOOL,Output 1,="3.1",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,8000.Digital_Output_DO1,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital output DO2,BOOL,Output 2,="3.2",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,8000.Digital_Output_DO2,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital output DO3,BOOL,Output 3,="3.3",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,8000.Digital_Output_DO3,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital output DO4,BOOL,Output 4,="3.4",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,8000.Digital_Output_DO4,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital output DO5,BOOL,Output 5,="3.5",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,8000.Digital_Output_DO5,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital output DO6,BOOL,Output 6,="3.6",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,8000.Digital_Output_DO6,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
,Digital output DO7,BOOL,Output 7,="3.7",P1AA5_0,CI501-IO,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,8000.Digital_Output_DO7,9a5a4c91-8cab-48ec-a433-304a9a322bbc,
//P1AA5_1 (AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5)
,Digital inputs I0 - I31,DWORD,,,P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Typ_DWord,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital inputs I0 - I15,WORD,,,P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Words.Word0,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital inputs I16 - I31,WORD,,,P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Words.Word1,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital inputs I0 - I7,BYTE,,,P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iC_TL_Unlock_P1,Digital input I0,BOOL,-A5_1:1.0  I0 : =P1+S-S1.1 Twistlock Unlock Command P1,="1.0",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0.Digital_Input_I0,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iC_TL_Lock_P1,Digital input I1,BOOL,-A5_1:1.1  I1 : =P1+S-S1.2 Twistlock Lock Command P1,="1.1",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0.Digital_Input_I1,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iEStop_P1,Digital input I2,BOOL,-A5_1:1.2  I2 : =P1+A-S12 E-Stop P1,="1.2",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0.Digital_Input_I2,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iC_Reset_P1,Digital input I3,BOOL,-A5_1:1.3  I3 : =P1+A-S18 Reset Command P1,="1.3",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0.Digital_Input_I3,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iJoystickReverse,Digital input I4,BOOL,-A5_1:1.4  I4 : =P1+K-D1-L Joystick Reverse,="1.4",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0.Digital_Input_I4,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iC_InchingTravel_P1,Digital input I5,BOOL,-A5_1:1.5  I5 : =P1+A-S24 Inching Travel Command P1,="1.5",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0.Digital_Input_I5,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital input I6,BOOL,,="1.6",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0.Digital_Input_I6,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iJoystickForward,Digital input I7,BOOL,-A5_1:1.7  I7 : =P1+K-D1-R Joystick Forward,="1.7",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0.Digital_Input_I7,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital inputs I8 - I15,BYTE,,,P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte1,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iTravelJoystickZero,Digital input I8,BOOL,-A5_1:2.0  I8 : =P1+F-S1 Joystick Travel Zero,="2.0",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte1.Digital_Input_I8,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iJoystickRight,Digital input I9,BOOL,-A5_1:2.1  I9 : =P1+F-D1-R Joystick Right,="2.1",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte1.Digital_Input_I9,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iC_CraneOn_NO_P1,Digital input I10,BOOL,-A5_1:2.2 I10 : =P1+A-S1 Crane On (N/O) Command P1,="2.2",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte1.Digital_Input_I10,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iJoystickLeft,Digital input I11,BOOL,-A5_1:2.3 I11 : =P1+F-D1-L Joystick Left,="2.3",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte1.Digital_Input_I11,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iC_CraneOn_NC_P1,Digital input I12,BOOL,-A5_1:2.4 I12 : =P1+A-S1 Crane On (N/C) Command P1,="2.4",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte1.Digital_Input_I12,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iC_Horn_P1,Digital input I13,BOOL,-A5_1:2.5 I13 : =P1+A-S19 Signal Horn Command P1,="2.5",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte1.Digital_Input_I13,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iJoystickLower,Digital input I14,BOOL,-A5_1:2.6 I14 : =P1+H-D1-L Joystick Lower,="2.6",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte1.Digital_Input_I14,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iC_CraneOffOn_P1,Digital input I15,BOOL,-A5_1:2.7 I15 : =P1+A-S2 Crane Off/On Command P1,="2.7",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte1.Digital_Input_I15,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital inputs I16 - I23,BYTE,,,P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte2,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iLS_DriverSeat_P1,Digital input I16,BOOL,-A5_1:3.0 I16 : =P1+A-S26 Driver Seat P1 Limitswitch,="3.0",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte2.Digital_Input_I16,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iJoystickHoist,Digital input I17,BOOL,-A5_1:3.1 I17 : =P1+H-D1-R JOYSTICK HOIST,="3.1",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte2.Digital_Input_I17,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iHoistJoystickZero,Digital input I18,BOOL,-A5_1:3.2 I18 : =P1+H-S1 Joystick Hoist Zero,="3.2",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte2.Digital_Input_I18,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
iC_DriverBypass_P1,Digital input I19,BOOL,-A5_1:3.3 I19 : =P1+A-S25 Driver Bypass Command P1,="3.3",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte2.Digital_Input_I19,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital input I20,BOOL,,="3.4",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte2.Digital_Input_I20,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital input I21,BOOL,,="3.5",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte2.Digital_Input_I21,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital input I22,BOOL,,="3.6",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte2.Digital_Input_I22,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital input I23,BOOL,,="3.7",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte2.Digital_Input_I23,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital inputs I24 - I31,BYTE,,,P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte3,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital input I24,BOOL,,="4.0",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte3.Digital_Input_I24,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital input I25,BOOL,,="4.1",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte3.Digital_Input_I25,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital input I26,BOOL,,="4.2",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte3.Digital_Input_I26,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital input I27,BOOL,,="4.3",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte3.Digital_Input_I27,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital input I28,BOOL,,="4.4",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte3.Digital_Input_I28,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital input I29,BOOL,,="4.5",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte3.Digital_Input_I29,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital input I30,BOOL,,="4.6",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte3.Digital_Input_I30,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
,Digital input I31,BOOL,,="4.7",P1AA5_1,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte3.Digital_Input_I31,b319fa24-5b9a-4547-be1b-ea54ec2256c8,
//P1AA5_2 (AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5)
,Digital inputs I0 - I31,DWORD,,,P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Typ_DWord,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
,Digital inputs I0 - I15,WORD,,,P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Words.Word0,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
,Digital inputs I16 - I31,WORD,,,P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Words.Word1,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
,Digital inputs I0 - I7,BYTE,,,P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
iHoistD0,Digital input I0,BOOL,-A5_2:1.0  I0 : =P1+H-D1-D0 Hoist Joystick Encoder D0,="1.0",P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0.Digital_Input_I0,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
iHoistD2,Digital input I1,BOOL,-A5_2:1.1  I1 : =P1+H-D1-D2 Hoist Joystick Encoder D2,="1.1",P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0.Digital_Input_I1,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
iHoistD4,Digital input I2,BOOL,-A5_2:1.2  I2 : =P1+H-D1-D4 Hoist Joystick Encoder D4,="1.2",P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0.Digital_Input_I2,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
iHoistD6,Digital input I3,BOOL,-A5_2:1.3  I3 : =P1+H-D1-D6 Hoist Joystick Encoder D6,="1.3",P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0.Digital_Input_I3,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
iHoistD1,Digital input I4,BOOL,-A5_2:1.4  I4 : =P1+H-D1-D1 Hoist Joystick Encoder D1,="1.4",P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0.Digital_Input_I4,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
iHoistD3,Digital input I5,BOOL,-A5_2:1.5  I5 : =P1+H-D1-D3 Hoist Joystick Encoder D3,="1.5",P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0.Digital_Input_I5,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
iHoistD5,Digital input I6,BOOL,-A5_2:1.6  I6 : =P1+H-D1-D5 Hoist Joystick Encoder D5,="1.6",P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0.Digital_Input_I6,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
iHoistD7,Digital input I7,BOOL,-A5_2:1.7  I7 : =P1+H-D1-D7 Hoist Joystick Encoder D7,="1.7",P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte0.Digital_Input_I7,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
,Digital inputs I8 - I15,BYTE,,,P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte1,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
iTravelD0,Digital input I8,BOOL,-A5_2:2.0  I8 : =P1+F-D1-D0 Travel Joystick Encoder D0,="2.0",P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte1.Digital_Input_I8,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
iTravelD2,Digital input I9,BOOL,-A5_2:2.1  I9 : =P1+F-D1-D2 Travel Joystick Encoder D2,="2.1",P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte1.Digital_Input_I9,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
iTravelD4,Digital input I10,BOOL,-A5_2:2.2 I10 : =P1+F-D1-D4 Travel Joystick Encoder D4,="2.2",P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte1.Digital_Input_I10,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
iTravelD6,Digital input I11,BOOL,-A5_2:2.3 I11 : =P1+F-D1-D6 Travel Joystick Encoder D6,="2.3",P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte1.Digital_Input_I11,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
iTravelD1,Digital input I12,BOOL,-A5_2:2.4 I12 : =P1+F-D1-D1 Travel Joystick Encoder D1,="2.4",P1AA5_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\P1AA5,7000.Bytes.Byte1.Digital_Input_I12,e5a79dfb-fb51-49ed-91b4-3be43a3ec2f7,
