sep=,
//Automation Builder IO Mappings Export V1.0
//Important: change only first and fourth column in Excel
*Variable,Channel name,Data type,*Description,Terminal,Device name,Device type,Device path,Parameter ID,Device Guid,
,Digital output C12,BOOL,,="3.4",S1AA1_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8001.Digital_Output_C12,4d4fa8c3-76ac-4e8e-9de2-40436e4b6891,
qSpare_A1_7_O13,Digital output C13,BOOL,-A1_7:3.5 C13 : =S1+F-K50 Spare Output Prewired,="3.5",S1AA1_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8001.Digital_Output_C13,4d4fa8c3-76ac-4e8e-9de2-40436e4b6891,
,Digital output C14,BOOL,,="3.6",S1AA1_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8001.Digital_Output_C14,4d4fa8c3-76ac-4e8e-9de2-40436e4b6891,
,Digital output C15,BOOL,,="3.7",S1AA1_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8001.Digital_Output_C15,4d4fa8c3-76ac-4e8e-9de2-40436e4b6891,
,Digital outputs C16 - C23,BYTE,,,S1AA1_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8002,4d4fa8c3-76ac-4e8e-9de2-40436e4b6891,
,Digital output C16,BOOL,,="4.0",S1AA1_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8002.Digital_Output_C16,4d4fa8c3-76ac-4e8e-9de2-40436e4b6891,
,Digital output C17,BOOL,,="4.1",S1AA1_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8002.Digital_Output_C17,4d4fa8c3-76ac-4e8e-9de2-40436e4b6891,
,Digital output C18,BOOL,,="4.2",S1AA1_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8002.Digital_Output_C18,4d4fa8c3-76ac-4e8e-9de2-40436e4b6891,
,Digital output C19,BOOL,,="4.3",S1AA1_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8002.Digital_Output_C19,4d4fa8c3-76ac-4e8e-9de2-40436e4b6891,
qInterruptReleaseAuxInv,Digital output C20,BOOL,-A1_7:4.4 C20 : =S1+A-K25 Interrupt Release Auxiliary Inverter,="4.4",S1AA1_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8002.Digital_Output_C20,4d4fa8c3-76ac-4e8e-9de2-40436e4b6891,
qSteerRetractRamFR,Digital output C21,BOOL,-A1_7:4.5 C21 : =S1+F-K82 Steering Retract Ram Front Right,="4.5",S1AA1_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8002.Digital_Output_C21,4d4fa8c3-76ac-4e8e-9de2-40436e4b6891,
qSteerExtendRamFR,Digital output C22,BOOL,-A1_7:4.6 C22 : =S1+F-K82.1 Steering Extend Ram Front Right,="4.6",S1AA1_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8002.Digital_Output_C22,4d4fa8c3-76ac-4e8e-9de2-40436e4b6891,
qSteerRetractRamBR,Digital output C23,BOOL,-A1_7:4.7 C23 : =S1+F-K83 Steering Retract Ram Back Right,="4.7",S1AA1_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8002.Digital_Output_C23,4d4fa8c3-76ac-4e8e-9de2-40436e4b6891,
//S1AA1_8 (AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1)
,Analog input I0+,INT,,="2.0",S1AA1_8,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7500,4147bf9a-2ec7-43c1-a5d3-fbfd25346d99,
,Digital input I0+,BOOL,,="2.0",S1AA1_8,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7500.Digital_Input_I0,4147bf9a-2ec7-43c1-a5d3-fbfd25346d99,
iA_FC_HoistSpeed,Analog input I1+,INT,-A1_8:2.1 I1+ : =S1+H-U1 Hoist  FC Speed,="2.1",S1AA1_8,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7501,4147bf9a-2ec7-43c1-a5d3-fbfd25346d99,
,Digital input I1+,BOOL,,="2.1",S1AA1_8,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7501.Digital_Input_I1,4147bf9a-2ec7-43c1-a5d3-fbfd25346d99,
iA_FuelLevel,Analog input I2+,INT,-A1_8:2.2 I2+ : =E+A-G1  Fuel Level,="2.2",S1AA1_8,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7502,4147bf9a-2ec7-43c1-a5d3-fbfd25346d99,
,Digital input I2+,BOOL,,="2.2",S1AA1_8,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7502.Digital_Input_I2,4147bf9a-2ec7-43c1-a5d3-fbfd25346d99,
,Analog input I3+,INT,,="2.3",S1AA1_8,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7503,4147bf9a-2ec7-43c1-a5d3-fbfd25346d99,
,Digital input I3+,BOOL,,="2.3",S1AA1_8,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7503.Digital_Input_I3,4147bf9a-2ec7-43c1-a5d3-fbfd25346d99,
qA_Hoist1_SetValue,Analog output O0+,INT,-A1_8:4.0 O0+ : =S1+H-U1 Hoist 1 Speed Reference,="4.0",S1AA1_8,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8500,4147bf9a-2ec7-43c1-a5d3-fbfd25346d99,
qA_TrolleySetValue,Analog output O1+,INT,-A1_8:4.1 O1+ : =S1+K-U1 Trolley Speed Reference,="4.1",S1AA1_8,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8501,4147bf9a-2ec7-43c1-a5d3-fbfd25346d99,
qA_Travel1SetValue,Analog output O2+,INT,-A1_8:4.2 O2+ : =S1+F-U1 Travel 1 Speed Reference,="4.2",S1AA1_8,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8502,4147bf9a-2ec7-43c1-a5d3-fbfd25346d99,
qA_Travel2SetValue,Analog output O3+,INT,-A1_8:4.3 O3+ : =S1+F-U2 Travel 2 Speed Reference,="4.3",S1AA1_8,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8503,4147bf9a-2ec7-43c1-a5d3-fbfd25346d99,
//S1AA1_9 (AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1)
iA_FC_Travel1Speed,Analog input I0+,INT,-A1_9:2.0 I0+ : =S1+F-U1 Travel1 FC Speed,="2.0",S1AA1_9,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7500,7a9a00e2-d67d-43ab-a1cb-c2014328d7fe,
,Digital input I0+,BOOL,,="2.0",S1AA1_9,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7500.Digital_Input_I0,7a9a00e2-d67d-43ab-a1cb-c2014328d7fe,
iA_FC_Travel2Speed,Analog input I1+,INT,-A1_9:2.1 I1+ : =S1+F-U2 Travel2 FC Speed,="2.1",S1AA1_9,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7501,7a9a00e2-d67d-43ab-a1cb-c2014328d7fe,
,Digital input I1+,BOOL,,="2.1",S1AA1_9,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7501.Digital_Input_I1,7a9a00e2-d67d-43ab-a1cb-c2014328d7fe,
iA_FC_TrolleySpeed,Analog input I2+,INT,-A1_9:2.2 I2+ : =S1+K-U1 Trolley FC Speed,="2.2",S1AA1_9,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7502,7a9a00e2-d67d-43ab-a1cb-c2014328d7fe,
,Digital input I2+,BOOL,,="2.2",S1AA1_9,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7502.Digital_Input_I2,7a9a00e2-d67d-43ab-a1cb-c2014328d7fe,
,Analog input I3+,INT,,="2.3",S1AA1_9,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7503,7a9a00e2-d67d-43ab-a1cb-c2014328d7fe,
,Digital input I3+,BOOL,,="2.3",S1AA1_9,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7503.Digital_Input_I3,7a9a00e2-d67d-43ab-a1cb-c2014328d7fe,
,Analog output O0+,INT,,="4.0",S1AA1_9,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8500,7a9a00e2-d67d-43ab-a1cb-c2014328d7fe,
,Analog output O1+,INT,,="4.1",S1AA1_9,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8501,7a9a00e2-d67d-43ab-a1cb-c2014328d7fe,
,Analog output O2+,INT,,="4.2",S1AA1_9,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8502,7a9a00e2-d67d-43ab-a1cb-c2014328d7fe,
,Analog output O3+,INT,,="4.3",S1AA1_9,AX521,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,8503,7a9a00e2-d67d-43ab-a1cb-c2014328d7fe,
//S1AA1_10 (AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1)
,Digital inputs I0 - I31,DWORD,,,S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Typ_DWord,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital inputs I0 - I15,WORD,,,S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Words.Word0,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital inputs I16 - I31,WORD,,,S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Words.Word1,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital inputs I0 - I7,BYTE,,,S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iSmokeDetectorEHouse,Digital input I0,BOOL,-A1_10:1.0  I0 : =S1+A-D1 Smoke Detector E-House,="1.0",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I0,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital input I1,BOOL,,="1.1",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I1,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iHeatDetectorGenset,Digital input I2,BOOL,-A1_10:1.2  I2 : =E+A-G1 Heat Detector Genset,="1.2",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I2,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iQ_PowerMeter,Digital input I3,BOOL,-A1_10:1.3  I3 : =S1+A-Q12 Power Meter CB,="1.3",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I3,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital input I4,BOOL,,="1.4",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I4,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital input I5,BOOL,,="1.5",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I5,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital input I6,BOOL,,="1.6",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I6,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital input I7,BOOL,,="1.7",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte0.Digital_Input_I7,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital inputs I8 - I15,BYTE,,,S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital input I8,BOOL,,="2.0",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I8,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital input I9,BOOL,,="2.1",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I9,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital input I10,BOOL,,="2.2",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I10,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital input I11,BOOL,,="2.3",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I11,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital input I12,BOOL,,="2.4",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I12,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital input I13,BOOL,,="2.5",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I13,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital input I14,BOOL,,="2.6",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I14,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital input I15,BOOL,,="2.7",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte1.Digital_Input_I15,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital inputs I16 - I23,BYTE,,,S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iSpare_A1_10_I16,Digital input I16,BOOL,-A1_10:3.0 I16 :  Spare Input Prewired,="3.0",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I16,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iSpare_A1_10_I17,Digital input I17,BOOL,-A1_10:3.1 I17 :  Spare Input Prewired,="3.1",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I17,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iSpare_A1_10_I18,Digital input I18,BOOL,-A1_10:3.2 I18 :  Spare Input Prewired,="3.2",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I18,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iSpare_A1_10_I19,Digital input I19,BOOL,-A1_10:3.3 I19 :  Spare Input Prewired,="3.3",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I19,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iSpare_A1_10_I20,Digital input I20,BOOL,-A1_10:3.4 I20 :  Spare Input Prewired,="3.4",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I20,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iSpare_A1_10_I21,Digital input I21,BOOL,-A1_10:3.5 I21 :  Spare Input Prewired,="3.5",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I21,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iSpare_A1_10_I22,Digital input I22,BOOL,-A1_10:3.6 I22 :  Spare Input Prewired,="3.6",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I22,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iSpare_A1_10_I23,Digital input I23,BOOL,-A1_10:3.7 I23 :  Spare Input Prewired,="3.7",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte2.Digital_Input_I23,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital inputs I24 - I31,BYTE,,,S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iSpare_A1_10_I24,Digital input I24,BOOL,-A1_10:4.0 I24 :  Spare Input Prewired,="4.0",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I24,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iSpare_A1_10_I25,Digital input I25,BOOL,-A1_10:4.1 I25 :  Spare Input Prewired,="4.1",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I25,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital input I26,BOOL,,="4.2",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I26,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
,Digital input I27,BOOL,,="4.3",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I27,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iLS_TravelBrake1_Open,Digital input I28,BOOL,-A1_10:4.4 I28 : =E+F-B1 Travel Brake 1 Open Limitswitch,="4.4",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I28,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iLS_TravelBrake2_Open,Digital input I29,BOOL,-A1_10:4.5 I29 : =E+F-B2 Travel Brake 2 Open Limitswitch,="4.5",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I29,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iLS_TravelBrake3_Open,Digital input I30,BOOL,-A1_10:4.6 I30 : =E+F-B3 Travel Brake 3 Open Limitswitch,="4.6",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I30,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
iLS_TravelBrake4_Open,Digital input I31,BOOL,-A1_10:4.7 I31 : =E+F-B4 Brake 4 Open Limitswitch,="4.7",S1AA1_10,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA1,7000.Bytes.Byte3.Digital_Input_I31,a6bdb0aa-7d14-48fd-8b1d-9d4c3b0327b2,
//S1AA2_0 (AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2)
,Analog input AI0+,INT,,="1.0",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,7500,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Analog input AI1+,INT,,="1.1",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,7501,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Analog input AI2+,INT,,="1.2",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,7502,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Analog input AI3+,INT,,="1.3",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,7503,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Digital inputs DI0 - DI7,BYTE,,,S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,7000,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Digital input DI0,BOOL,,="2.0",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,7000.Digital_Input_DI0,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Digital input DI1,BOOL,,="2.1",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,7000.Digital_Input_DI1,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Digital input DI2,BOOL,,="2.2",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,7000.Digital_Input_DI2,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Digital input DI3,BOOL,,="2.3",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,7000.Digital_Input_DI3,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Digital input DI4,BOOL,,="2.4",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,7000.Digital_Input_DI4,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Digital input DI5,BOOL,,="2.5",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,7000.Digital_Input_DI5,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Digital input DI6,BOOL,,="2.6",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,7000.Digital_Input_DI6,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Digital input DI7,BOOL,,="2.7",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,7000.Digital_Input_DI7,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Analog output AO0+,INT,,="1.5",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,8500,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Analog output AO1+,INT,,="1.6",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,8501,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Digital outputs DO0 - DO7,BYTE,,,S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,8000,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Digital output DO0,BOOL,,="3.0",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,8000.Digital_Output_DO0,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Digital output DO1,BOOL,,="3.1",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,8000.Digital_Output_DO1,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Digital output DO2,BOOL,,="3.2",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,8000.Digital_Output_DO2,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
,Digital output DO3,BOOL,,="3.3",S1AA2_0,CI501-IO (V3),AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S1AA2,8000.Digital_Output_DO3,1e1f1402-b64d-426a-a2c1-b9504312b2b5,
